DAI16732	FRO78087	106	0.00349258649094	0.566844919786
DAI18527	SNA44451	102	0.0033607907743	0.38202247191
DAI22177	DAI31081	127	0.00418451400329	0.0781057810578
DAI22177	DAI62779	382	0.012586490939	0.234932349323
DAI22177	DAI63921	136	0.00448105436573	0.0836408364084
DAI22177	DAI75645	123	0.00405271828666	0.0756457564576
DAI22177	DAI83733	126	0.00415156507414	0.0774907749077
DAI22177	DAI85309	172	0.00566721581549	0.105781057811
DAI22177	ELE17451	203	0.00668863261944	0.124846248462
DAI22177	ELE26917	134	0.00441515650741	0.0824108241082
DAI22177	ELE32164	155	0.00510708401977	0.0953259532595
DAI22177	ELE34057	107	0.0035255354201	0.0658056580566
DAI22177	ELE56788	134	0.00441515650741	0.0824108241082
DAI22177	ELE66600	101	0.00332784184514	0.0621156211562
DAI22177	ELE66810	105	0.00345963756178	0.0645756457565
DAI22177	ELE74009	108	0.00355848434926	0.0664206642066
DAI22177	ELE91337	150	0.00494233937397	0.0922509225092
DAI22177	FRO31317	160	0.00527182866557	0.0984009840098
DAI22177	FRO32293	128	0.00421746293245	0.0787207872079
DAI22177	FRO40251	181	0.00596375617792	0.111316113161
DAI22177	FRO66272	130	0.00428336079077	0.079950799508
DAI22177	FRO78087	107	0.0035255354201	0.0658056580566
DAI22177	FRO80039	152	0.00500823723229	0.0934809348093
DAI22177	FRO85978	156	0.00514003294893	0.0959409594096
DAI22177	GRO21487	122	0.0040197693575	0.0750307503075
DAI22177	GRO30386	106	0.00349258649094	0.0651906519065
DAI22177	GRO46854	160	0.00527182866557	0.0984009840098
DAI22177	GRO59710	120	0.00395387149918	0.0738007380074
DAI22177	GRO71621	132	0.00434925864909	0.0811808118081
DAI22177	GRO73461	248	0.00817133443163	0.152521525215
DAI22177	SNA45677	145	0.00477759472817	0.0891758917589
DAI22177	SNA55762	102	0.0033607907743	0.0627306273063
DAI22177	SNA80324	140	0.00461285008237	0.0861008610086
DAI22177	SNA99873	148	0.00487644151565	0.0910209102091
DAI22240	DAI62779	151	0.00497528830313	0.252931323283
DAI22240	ELE17451	105	0.00345963756178	0.175879396985
DAI22240	ELE37048	219	0.007215815486	0.366834170854
DAI22240	ELE74482	103	0.00339373970346	0.172529313233
DAI22240	FRO40251	112	0.0036902800659	0.187604690117
DAI22534	DAI62779	123	0.00405271828666	0.43006993007
DAI22896	DAI62779	297	0.00978583196046	0.243642329779
DAI22896	DAI75645	215	0.00708401976936	0.176374077112
DAI22896	ELE17451	193	0.00635914332784	0.158326497129
DAI22896	ELE32164	107	0.0035255354201	0.0877768662838
DAI22896	ELE74009	165	0.00543657331137	0.135356849877
DAI22896	FRO31317	167	0.00550247116969	0.136997538966
DAI22896	FRO40251	154	0.00507413509061	0.126333059885
DAI22896	FRO53271	123	0.00405271828666	0.100902378999
DAI22896	GRO21487	114	0.00375617792422	0.0935192780968
DAI22896	GRO30386	102	0.0033607907743	0.0836751435603
DAI22896	GRO38814	223	0.00734761120264	0.18293683347
DAI22896	GRO46854	114	0.00375617792422	0.0935192780968
DAI22896	GRO61133	110	0.00362438220758	0.090237899918
DAI22896	GRO73461	304	0.0100164744646	0.249384741591
DAI22896	SNA72163	227	0.00747940691928	0.186218211649
DAI22896	SNA80324	195	0.00642504118616	0.159967186218
DAI23334	DAI62779	273	0.00899505766063	0.954545454545
DAI23334	ELE17451	100	0.00329489291598	0.34965034965
DAI23334	ELE92920	143	0.00471169686985	0.5
DAI29159	DAI62779	119	0.00392092257002	0.269230769231
DAI31081	DAI22177	127	0.00418451400329	0.100793650794
DAI31081	DAI43223	123	0.00405271828666	0.097619047619
DAI31081	DAI62779	364	0.0119934102142	0.288888888889
DAI31081	DAI75645	206	0.00678747940692	0.163492063492
DAI31081	DAI88807	134	0.00441515650741	0.106349206349
DAI31081	ELE17451	230	0.00757825370675	0.18253968254
DAI31081	ELE32164	312	0.0102800658979	0.247619047619
DAI31081	FRO31317	109	0.00359143327842	0.0865079365079
DAI31081	FRO40251	280	0.00922570016474	0.222222222222
DAI31081	FRO53271	161	0.00530477759473	0.127777777778
DAI31081	GRO21487	133	0.00438220757825	0.105555555556
DAI31081	GRO56989	103	0.00339373970346	0.081746031746
DAI31081	GRO59710	187	0.00616144975288	0.148412698413
DAI31081	GRO69543	174	0.00573311367381	0.138095238095
DAI31081	GRO73461	283	0.00932454695222	0.224603174603
DAI31081	GRO85051	102	0.0033607907743	0.0809523809524
DAI31081	SNA80324	189	0.0062273476112	0.15
DAI33336	DAI62779	102	0.0033607907743	0.232876712329
DAI35347	DAI62779	226	0.00744645799012	0.21320754717
DAI35347	DAI85309	100	0.00329489291598	0.0943396226415
DAI35347	ELE17451	158	0.00520593080725	0.149056603774
DAI35347	ELE26917	111	0.00365733113674	0.104716981132
DAI35347	ELE32164	123	0.00405271828666	0.116037735849
DAI35347	ELE66810	311	0.0102471169687	0.293396226415
DAI35347	FRO31317	325	0.0107084019769	0.306603773585
DAI35347	FRO80039	113	0.00372322899506	0.106603773585
DAI37288	ELE32164	117	0.0038550247117	0.646408839779
DAI38969	DAI62779	190	0.00626029654036	0.242656449553
DAI42083	DAI62779	117	0.0038550247117	0.224568138196
DAI42083	DAI92600	256	0.00843492586491	0.491362763916
DAI42083	ELE17451	185	0.00609555189456	0.355086372361
DAI42083	GRO59710	113	0.00372322899506	0.21689059501
DAI42083	SNA59903	112	0.0036902800659	0.214971209213
DAI42493	DAI62779	309	0.0101812191104	0.309
DAI42493	DAI75645	167	0.00550247116969	0.167
DAI42493	DAI85309	117	0.0038550247117	0.117
DAI42493	DAI88807	118	0.00388797364086	0.118
DAI42493	ELE17451	192	0.00632619439868	0.192
DAI42493	ELE32164	266	0.00876441515651	0.266
DAI42493	ELE74009	136	0.00448105436573	0.136
DAI42493	ELE92920	142	0.00467874794069	0.142
DAI42493	FRO31317	122	0.0040197693575	0.122
DAI42493	FRO40251	235	0.00774299835255	0.235
DAI42493	FRO53271	103	0.00339373970346	0.103
DAI42493	GRO21487	108	0.00355848434926	0.108
DAI42493	GRO59710	236	0.00777594728171	0.236
DAI42493	GRO73461	144	0.00474464579901	0.144
DAI42493	SNA18336	130	0.00428336079077	0.13
DAI42493	SNA80324	125	0.00411861614498	0.125
DAI43223	DAI31081	123	0.00405271828666	0.0954228083786
DAI43223	DAI62779	459	0.0151235584843	0.356089992242
DAI43223	DAI85309	126	0.00415156507414	0.0977501939488
DAI43223	ELE17451	326	0.0107413509061	0.252909231963
DAI43223	ELE32164	711	0.0234266886326	0.55159038014
DAI43223	ELE74009	103	0.00339373970346	0.0799069045772
DAI43223	ELE92920	107	0.0035255354201	0.0830100853375
DAI43223	GRO38814	102	0.0033607907743	0.0791311093871
DAI43223	GRO59710	512	0.0168698517298	0.397207137316
DAI43223	GRO73461	184	0.0060626029654	0.142746314973
DAI43223	GRO81087	111	0.00365733113674	0.0861132660978
DAI43223	GRO94758	151	0.00497528830313	0.117145073701
DAI43223	SNA45677	130	0.00428336079077	0.100853374709
DAI43868	SNA82528	288	0.00948929159802	0.972972972973
DAI46755	FRO81176	148	0.00487644151565	0.580392156863
DAI48126	DAI62779	142	0.00467874794069	0.340527577938
DAI48891	DAI62779	219	0.007215815486	0.265776699029
DAI48891	DAI63921	110	0.00362438220758	0.133495145631
DAI48891	DAI83733	116	0.00382207578254	0.140776699029
DAI48891	ELE17451	121	0.00398682042834	0.146844660194
DAI48891	ELE78169	113	0.00372322899506	0.13713592233
DAI48891	GRO36567	128	0.00421746293245	0.155339805825
DAI48891	GRO73461	117	0.0038550247117	0.141990291262
DAI48891	GRO94758	114	0.00375617792422	0.138349514563
DAI48891	SNA45677	194	0.006392092257	0.235436893204
DAI49199	DAI62779	179	0.0058978583196	0.269578313253
DAI49199	FRO40251	111	0.00365733113674	0.167168674699
DAI49199	SNA99873	102	0.0033607907743	0.153614457831
DAI50913	GRO33815	137	0.00451400329489	0.305803571429
DAI50921	DAI62779	106	0.00349258649094	0.302857142857
DAI51880	ELE26917	107	0.0035255354201	0.285333333333
DAI53152	FRO40251	140	0.00461285008237	0.717948717949
DAI55148	DAI62779	526	0.0173311367381	0.539487179487
DAI55148	DAI75645	299	0.00985172981878	0.306666666667
DAI55148	DAI85309	131	0.00431630971993	0.134358974359
DAI55148	ELE17451	305	0.0100494233937	0.312820512821
DAI55148	ELE32164	134	0.00441515650741	0.137435897436
DAI55148	FRO40251	343	0.0113014827018	0.351794871795
DAI55148	FRO92469	108	0.00355848434926	0.110769230769
DAI55148	GRO73461	135	0.00444810543657	0.138461538462
DAI55148	SNA80324	339	0.0111696869852	0.347692307692
DAI55911	DAI62779	259	0.00853377265239	0.2659137577
DAI55911	DAI75645	186	0.00612850082372	0.190965092402
DAI55911	ELE17451	127	0.00418451400329	0.130390143737
DAI55911	ELE26917	113	0.00372322899506	0.116016427105
DAI55911	ELE32164	119	0.00392092257002	0.122176591376
