DAI62779	6667	0.0175067747831
FRO40251	3881	0.010191059387
ELE17451	3875	0.0101753040775
GRO73461	3602	0.00945843749344
SNA80324	3044	0.00799319370628
ELE32164	2851	0.0074863979161
DAI75645	2736	0.00718442114993
SNA45677	2455	0.0064465474865
FRO31317	2330	0.0061183118711
DAI85309	2293	0.00602115412894
ELE26917	2292	0.00601852824402
FRO80039	2233	0.00586360103355
GRO21487	2115	0.00555374661261
SNA99873	2083	0.00546971829507
GRO59710	2004	0.00526227338613
GRO71621	1920	0.00504169905258
FRO85978	1918	0.00503644728273
GRO30386	1840	0.00483162825872
ELE74009	1816	0.00476860702057
GRO56726	1784	0.00468457870302
DAI63921	1773	0.00465569396887
GRO46854	1756	0.00461105392517
ELE66600	1713	0.00449814087347
DAI83733	1712	0.00449551498855
FRO32293	1702	0.00446925613932
ELE66810	1697	0.0044561267147
SNA55762	1646	0.00432220658362
DAI22177	1627	0.00427231477008
FRO78087	1531	0.00402022981745
ELE99737	1516	0.0039808415436
ELE34057	1489	0.00390994265067
GRO94758	1489	0.00390994265067
FRO35904	1436	0.00377077074974
FRO53271	1420	0.00372875659097
SNA93860	1407	0.00369462008697
SNA90094	1390	0.00364998004327
GRO38814	1352	0.00355019641619
ELE56788	1345	0.00353181522173
GRO61133	1321	0.00346879398357
DAI88807	1316	0.00345566455896
ELE74482	1316	0.00345566455896
ELE59935	1311	0.00344253513434
SNA96271	1295	0.00340052097557
DAI43223	1290	0.00338739155095
ELE91337	1289	0.00338476566603
GRO15017	1275	0.0033480032771
DAI31081	1261	0.00331124088818
GRO81087	1220	0.00320357960633
DAI22896	1219	0.0032009537214
GRO85051	1214	0.00318782429679
ELE92920	1197	0.00314318425309
GRO44993	1193	0.0031326807134
ELE14480	1147	0.00301189000693
DAI91290	1138	0.00298825704262
SNA55952	1094	0.002872718106
SNA72163	1090	0.00286221456631
DAI35347	1060	0.00278343801861
GRO64900	1046	0.00274667562969
SNA62128	1023	0.00268628027645
DAI42493	1001	0.00262851080814
DAI55148	975	0.00256023780014
DAI55911	974	0.00255761191522
GRO24246	944	0.00247883536752
DAI92600	935	0.00245520240321
FRO16142	931	0.00244469886352
FRO66272	927	0.00243419532382
FRO92261	915	0.00240268470475
GRO99222	906	0.00237905174044
SNA59903	891	0.00233966346659
GRO69543	882	0.00231603050228
DAI95741	878	0.00230552696259
SNA88283	865	0.00227139045858
DAI87448	858	0.00225300926412
GRO32086	856	0.00224775749428
GRO88511	855	0.00224513160935
GRO35122	852	0.00223725395458
SNA40784	850	0.00223200218474
FRO92469	849	0.00222937629981
GRO38983	839	0.00220311745058
ELE53126	837	0.00219786568073
ELE12792	832	0.00218473625612
GRO36567	832	0.00218473625612
DAI83948	830	0.00217948448627
DAI48891	825	0.00216635506166
ELE20847	818	0.00214797386719
ELE11111	811	0.00212959267273
SNA38068	811	0.00212959267273
SNA95666	804	0.00211121147827
ELE37048	802	0.00210595970842
DAI38969	785	0.00206131966473
SNA20554	777	0.00204031258534
FRO19221	773	0.00202980904565
FRO99783	764	0.00200617608134
FRO75586	762	0.00200092431149
FRO79022	751	0.00197203957734
ELE86561	735	0.00193002541857
FRO73056	728	0.0019116442241
ELE62598	717	0.00188275948995
GRO88324	715	0.0018775077201
SNA18336	709	0.00186175241056
DAI59508	707	0.00185650064072
SNA66979	703	0.00184599710102
ELE68605	697	0.00183024179148
SNA47306	695	0.00182499002164
ELE20398	690	0.00181186059702
ELE59028	673	0.00176722055333
DAI49199	664	0.00174358758902
FRO98729	664	0.00174358758902
ELE49801	663	0.00174096170409
ELE87456	655	0.00171995462471
