DAI11223	155	0.00498376257998
DAI11778	117	0.00376193691521
DAI13194	116	0.00372978360824
DAI13266	181	0.00581974856114
DAI13788	213	0.0068486543841
DAI13902	233	0.00749172052346
DAI14125	163	0.00524098903572
DAI14181	110	0.00353686376644
DAI14470	153	0.00491945596605
DAI15681	132	0.00424423651973
DAI16142	132	0.00424423651973
DAI16732	187	0.00601266840295
DAI18527	268	0.00861708626732
DAI18805	163	0.00524098903572
DAI20027	114	0.00366547699431
DAI20585	120	0.00385839683611
DAI22177	1627	0.0523134304363
DAI22240	597	0.0191955242597
DAI22534	287	0.00922799909971
DAI22896	1219	0.0391948811935
DAI23334	286	0.00919584579274
DAI23411	102	0.0032796373107
DAI25796	127	0.00408346998489
DAI26369	175	0.00562682871933
DAI26390	243	0.00781325359313
DAI27125	225	0.00723449406771
DAI28743	214	0.00688080769107
DAI29159	442	0.0142117616797
DAI29878	114	0.00366547699431
DAI31081	1261	0.0405453200862
DAI31893	220	0.00707372753288
DAI32480	165	0.00530529564966
DAI32718	173	0.0055625221054
DAI32836	173	0.0055625221054
DAI33336	438	0.0140831484518
DAI33885	108	0.0034725571525
DAI34472	121	0.00389055014308
DAI34857	163	0.00524098903572
DAI35347	1060	0.0340825053857
DAI35798	226	0.00726664737468
DAI37288	181	0.00581974856114
DAI37607	319	0.0102569049227
DAI38969	785	0.0252403459696
DAI39727	156	0.00501591588695
DAI41952	168	0.00540175557056
DAI42083	522	0.0167840262371
DAI42393	118	0.00379409022218
DAI42493	1001	0.0321854602746
DAI43063	169	0.00543390887753
DAI43223	1290	0.0414777659882
DAI43747	233	0.00749172052346
DAI43868	296	0.00951737886242
DAI45339	159	0.00511237580785
DAI46755	255	0.00819909327674
DAI47529	304	0.00977460531816
DAI48126	417	0.0134079290055
DAI48423	218	0.00700942091894
DAI48891	825	0.0265264782483
DAI49017	158	0.00508022250088
DAI49199	664	0.0213497958265
DAI50189	103	0.00331179061767
DAI50895	197	0.00633420147262
DAI50913	448	0.0144046815215
DAI50921	350	0.0112536574387
DAI51778	100	0.00321533069676
DAI51880	375	0.0120574901129
DAI52318	282	0.00906723256487
DAI52509	158	0.00508022250088
DAI53110	239	0.00768464036526
DAI53152	195	0.00626989485869
DAI53495	137	0.00440500305456
DAI54320	160	0.00514452911482
DAI54444	401	0.012893476094
DAI55148	975	0.0313494742934
DAI55911	974	0.0313173209865
DAI56158	153	0.00491945596605
DAI56641	152	0.00488730265908
DAI58206	164	0.00527314234269
DAI59441	108	0.0034725571525
DAI59508	707	0.0227323880261
DAI59546	259	0.00832770650461
DAI59609	350	0.0112536574387
DAI62356	177	0.00569113533327
DAI62779	6667	0.214366097553
DAI63507	151	0.00485514935211
DAI63631	201	0.00646281470049
DAI63921	1773	0.0570078132536
DAI64292	270	0.00868139288126
DAI66213	109	0.00350471045947
DAI66473	113	0.00363332368734
DAI67189	280	0.00900292595093
DAI67621	384	0.0123468698756
DAI68241	103	0.00331179061767
DAI69156	316	0.0101604450018
DAI70456	427	0.0137294620752
DAI72236	280	0.00900292595093
DAI72502	183	0.00588405517507
DAI73122	566	0.0181987717437
DAI74083	376	0.0120896434198
DAI74112	113	0.00363332368734
DAI74315	286	0.00919584579274
DAI74874	132	0.00424423651973
DAI74977	108	0.0034725571525
DAI75645	2736	0.0879714478634
DAI77909	125	0.00401916337095
DAI80076	232	0.00745956721649
DAI83031	297	0.00954953216938
DAI83733	1712	0.0550464615286
DAI83948	830	0.0266872447831
DAI84001	363	0.0116716504292
DAI85054	116	0.00372978360824
DAI85309	2293	0.0737275328768
DAI86167	330	0.0106105912993
DAI87412	271	0.00871354618823
DAI87448	858	0.0275875373782
DAI87507	213	0.0068486543841
DAI87514	254	0.00816693996978
DAI88079	452	0.0145332947494
DAI88088	394	0.0126684029452
DAI88352	456	0.0146619079772
DAI88807	1316	0.0423137519694
DAI88808	123	0.00395485675702
DAI89320	200	0.00643066139352
DAI91290	1138	0.0365904633292
DAI91392	194	0.00623774155172
DAI91422	185	0.00594836178901
DAI91654	131	0.00421208321276
DAI92253	293	0.00942091894151
DAI92600	935	0.0300633420147
DAI93865	208	0.00668788784927
DAI94415	116	0.00372978360824
DAI94445	149	0.00479084273818
DAI94514	129	0.00414777659882
DAI94679	331	0.0106427446063
DAI95741	878	0.0282306035176
DAI95860	246	0.00790971351403
DAI96999	145	0.00466222951031
DAI99319	232	0.00745956721649
ELE11111	811	0.0260763319507
ELE11160	307	0.00987106523906
ELE11375	214	0.00688080769107
ELE11909	131	0.00421208321276
ELE12792	832	0.0267515513971
ELE12808	100	0.00321533069676
ELE12845	562	0.0180701585158
ELE12951	106	0.00340825053857
ELE14480	1147	0.0368798430919
ELE15428	118	0.00379409022218
ELE15527	332	0.0106748979133
ELE16038	226	0.00726664737468
ELE16299	227	0.00729880068165
ELE17451	3875	0.1245940645
ELE18198	256	0.00823124658371
ELE18435	163	0.00524098903572
ELE19549	231	0.00742741390952
ELE20166	145	0.00466222951031
ELE20196	545	0.0175235522974
ELE20202	317	0.0101925983087
ELE20347	366	0.0117681103501
ELE20398	690	0.0221857818077
ELE20847	818	0.0263014050995
ELE21353	430	0.0138259219961
ELE22574	131	0.00421208321276
ELE22970	252	0.00810263335584
ELE24064	139	0.0044693096685
ELE24630	321	0.0103212115366
ELE24694	107	0.00344040384554
ELE25077	478	0.0153692807305
ELE26917	2292	0.0736953795698
ELE27021	251	0.00807048004887
ELE27303	123	0.00395485675702
ELE27376	159	0.00511237580785
ELE28189	361	0.0116073438153
ELE30182	274	0.00881000610913
ELE30196	121	0.00389055014308
ELE30327	183	0.00588405517507
ELE30911	322	0.0103533648436
ELE30933	327	0.0105141313784
ELE31307	102	0.0032796373107
ELE31499	111	0.00356901707341
ELE32164	2851	0.0916690781647
ELE32244	342	0.0109964309829
ELE34030	140	0.00450146297547
ELE34057	1489	0.0478762740748
ELE35159	202	0.00649496800746
ELE35632	426	0.0136973087682
ELE36333	268	0.00861708626732
ELE36588	101	0.00324748400373
ELE36642	162	0.00520883572875
ELE36909	321	0.0103212115366
ELE37048	802	0.025786952188
ELE37153	132	0.00424423651973
ELE37770	630	0.0202565833896
ELE37798	534	0.0171698659207
ELE38289	517	0.0166232597023
ELE38504	271	0.00871354618823
ELE38511	218	0.00700942091894
ELE38536	226	0.00726664737468
ELE40371	100	0.00321533069676
ELE42696	200	0.00643066139352
ELE42974	170	0.0054660621845
ELE49801	663	0.0213176425195
ELE49861	397	0.0127648628661
ELE49863	406	0.0130542426289
ELE50215	113	0.00363332368734
ELE50759	122	0.00392270345005
ELE50913	190	0.00610912832385
ELE52966	380	0.0122182566477
ELE53126	837	0.0269123179319
ELE53386	128	0.00411562329186
ELE53470	271	0.00871354618823
ELE53835	237	0.00762033375133
ELE54144	163	0.00524098903572
ELE55721	169	0.00543390887753
ELE55848	148	0.00475868943121
ELE56095	164	0.00527314234269
ELE56788	1345	0.0432461978715
ELE58409	196	0.00630204816565
ELE59028	673	0.0216391755892
ELE59541	179	0.0057554419472
ELE59935	1311	0.0421529854346
ELE60182	198	0.00636635477959
ELE60381	368	0.0118324169641
ELE60861	127	0.00408346998489
ELE61844	187	0.00601266840295
ELE61940	279	0.00897077264397
ELE61961	265	0.00852062634642
ELE62598	717	0.0230539210958
ELE63143	159	0.00511237580785
ELE63685	176	0.0056589820263
ELE64231	139	0.0044693096685
ELE64691	106	0.00340825053857
ELE65859	284	0.0091315391788
ELE66600	1713	0.0550786148355
ELE66741	387	0.0124433297965
ELE66810	1697	0.0545641619241
ELE67409	135	0.00434069644063
ELE67905	102	0.0032796373107
ELE68605	697	0.0224108549564
ELE69204	179	0.0057554419472
ELE69552	303	0.00974245201119
ELE69630	208	0.00668788784927
ELE69675	223	0.00717018745378
ELE69750	342	0.0109964309829
ELE69973	107	0.00344040384554
ELE72565	249	0.00800617343494
ELE73453	188	0.00604482170991
ELE73604	216	0.00694511430501
ELE74009	1816	0.0583904054532
ELE74410	220	0.00707372753288
ELE74482	1316	0.0423137519694
ELE74567	139	0.0044693096685
ELE76310	102	0.0032796373107
ELE78169	558	0.0179415452879
ELE81534	213	0.0068486543841
ELE81987	230	0.00739526060255
ELE85027	478	0.0153692807305
ELE86306	221	0.00710588083984
ELE86561	735	0.0236326806212
ELE87243	205	0.00659142792836
ELE87456	655	0.0210604160638
ELE87710	215	0.00691296099804
ELE88031	277	0.00890646603003
ELE88263	397	0.0127648628661
ELE88539	197	0.00633420147262
ELE88583	328	0.0105462846854
ELE91337	1289	0.0414456126813
ELE92629	336	0.0108035111411
ELE92920	1197	0.0384875084402
ELE93905	109	0.00350471045947
ELE95803	441	0.0141796083727
ELE99211	149	0.00479084273818
ELE99724	101	0.00324748400373
ELE99737	1516	0.0487444133629
FRO11140	103	0.00331179061767
FRO11987	104	0.00334394392463
FRO12719	119	0.00382624352915
FRO13478	276	0.00887431272306
FRO14040	124	0.00398701006399
FRO14171	369	0.0118645702711
FRO16142	931	0.0299347287869
FRO17134	119	0.00382624352915
FRO17249	117	0.00376193691521
FRO17734	282	0.00906723256487
FRO18274	145	0.00466222951031
FRO18565	394	0.0126684029452
FRO19221	773	0.024854506286
FRO19520	133	0.00427638982669
FRO19671	391	0.0125719430243
FRO21081	436	0.0140188418379
FRO22809	267	0.00858493296035
FRO23748	209	0.00672004115623
FRO24098	521	0.0167518729301
FRO25840	182	0.00585190186811
FRO26482	332	0.0106748979133
FRO27054	229	0.00736310729559
FRO31077	203	0.00652712131443
FRO31317	2330	0.0749172052346
FRO31824	223	0.00717018745378
FRO32147	169	0.00543390887753
FRO32293	1702	0.0547249284589
FRO32801	101	0.00324748400373
FRO33641	146	0.00469438281727
FRO35729	438	0.0140831484518
FRO35904	1436	0.0461721488055
FRO36333	124	0.00398701006399
FRO37380	117	0.00376193691521
FRO38366	353	0.0113501173596
FRO40251	3881	0.124786984341
FRO41069	409	0.0131507025498
FRO41939	408	0.0131185492428
FRO42750	186	0.00598051509598
FRO43226	583	0.0187453779621
FRO44046	213	0.0068486543841
FRO44973	142	0.0045657695894
FRO47183	151	0.00485514935211
FRO47796	102	0.0032796373107
FRO47962	306	0.00983891193209
FRO48038	327	0.0105141313784
FRO48055	182	0.00585190186811
FRO48920	294	0.00945307224848
FRO49682	156	0.00501591588695
FRO49726	118	0.00379409022218
FRO49827	273	0.00877785280216
FRO52457	153	0.00491945596605
FRO53088	285	0.00916369248577
FRO53137	190	0.00610912832385
FRO53271	1420	0.045657695894
FRO55003	189	0.00607697501688
FRO55161	158	0.00508022250088
FRO57082	182	0.00585190186811
FRO57542	175	0.00562682871933
FRO61161	178	0.00572328864024
FRO61250	102	0.0032796373107
FRO61354	450	0.0144689881354
FRO61611	205	0.00659142792836
FRO62357	159	0.00511237580785
FRO62970	115	0.00369763030128
FRO64059	179	0.0057554419472
FRO64631	341	0.010964277676
FRO64787	130	0.00417992990579
FRO65488	145	0.00466222951031
FRO66216	157	0.00504806919392
FRO66272	927	0.029806115559
FRO66852	262	0.00842416642552
FRO66881	119	0.00382624352915
FRO68757	107	0.00344040384554
FRO68870	186	0.00598051509598
FRO71033	104	0.00334394392463
FRO71085	337	0.0108356644481
FRO71487	194	0.00623774155172
FRO73056	728	0.0234076074724
FRO73337	166	0.00533744895663
FRO73386	119	0.00382624352915
FRO74121	179	0.0057554419472
FRO74324	220	0.00707372753288
FRO74605	261	0.00839201311855
FRO75586	762	0.0245008199093
FRO75591	125	0.00401916337095
FRO77633	223	0.00717018745378
FRO78087	1531	0.0492267129674
